Order,Level,Code,Parent,Description,Rulings,This item includes,This item also includes,This item excludes
512588,6,61.10.53,61.10.5,"Home programme distribution services over wired infrastructure, pay-per-view","This subcategory includes:
- providing subscribers the ability to view a specific program (movie or event) via wired infrastructure from his home for a fee separate from, and in addition to, the monthly fee for basic or discretionary programming packages",,,
512589,3,61.2,61,Wireless telecommunications services,,,,
512590,4,61.2,61.2,Wireless telecommunications services,,,,
512591,5,61.20.1,61.2,Mobile telecommunications services and private network services for wireless telecommunications systems,,,,
512592,6,61.20.11,61.20.1,Mobile telecommunications services - access and use,"Telephone cards (Sale of...)

Problem statement: Where is the sale of prepaid telephone cards (for mobile phones or for other phones) classified?

Solution: Prepaid telephone cards should are seen as a form of payment for the service provided. Therefore sale of prepaid telephone cards should be classified as a telecommunication activity according to the type of telecommunication service the card is intended for (wired or wireless).

Decision date: 01.07.2007","This subcategory includes:
- provision of access to, and use of, switched or non-switched networks for the transmission of voice, data, and video where the call originates from or terminates into a portable handset or device, such as cellular, PCS (Personal Communications Services), ESMR (Enhanced Specialised Mobile Radio), and satellite phones; pagers; and mobile radios
- calling features bundled with the access service
- provision of Short Message Service (SMS) and Multimedia Messaging Service (MMS)","This subcategory excludes:
- provision of mobile calling features for a separate fee, see 61.20.12
- provision of wireless facilities for the exclusive use of the customer, see 61.20.13
- provision of wireless facilities to originate, terminate or transit calls for another telecommunications service provider, see 61.20.20
- provision of wireless facilities on a pay-as-you-use basis for the transmission of data to and from fixed locations, see 61.20.30
- provision of a connection to the Internet compatible with mobile devices, see 61.20.4",
512593,6,61.20.12,61.20.1,Mobile telecommunications services - calling features,"This subcategory includes:
- provision of call management services for use with a portable handset or device for a fee separate from the access fee. This service is made possible by specialised software and database applications linked to telecommunications networks

It includes features such as:
  . call waiting, call forwarding, caller identification, three-way calling, call display, call return, call screen, call blocking, automatic call-back, call answer, voice mail and voice menus",,,
512594,6,61.20.13,61.20.1,Private network services for wireless telecommunications systems,"This subcategory includes:
- provision of wireless telecommunication link(s) between specified points for the exclusive use of the client","This subcategory excludes:
- provision of private links by a wireless telecommunication carrier to a telecommunication service provider, see 61.20.20",,
512595,5,61.20.2,61.2,Carrier services for wireless telecommunications,,,,
512596,6,61.20.20,61.20.2,Carrier services for wireless telecommunications,"This subcategory includes:
- provision by a telecommunication carrier of wireless facilities to originate, terminate, or transit calls for another telecommunications service provider
- charging for interconnection, settlement or termination of domestic or international calls
- charging long-distance carriers for calls originating at a pay phone or within another carriers local network
- charging for jointly used facilities such as pole attachments
- charging for the exclusive use of circuits","This subcategory excludes:
- carriage of wireless Internet traffic by one ISP for another ISP, see 61.20.4",,
512597,5,61.20.3,61.2,Data transmission services over wireless telecommunications networks,,,,
512598,6,61.20.30,61.20.3,Data transmission services over wireless telecommunications networks,"This subcategory includes:
- provision of access to wireless facilities and services specifically designed for the efficient transmission of data on a pay-as-you-use basis","This subcategory excludes:
- provision of wireless telecommunication link(s) between specified points for the exclusive use of the client, see 61.20.13",,
512599,5,61.20.4,61.2,Wireless Internet telecommunications services,,,,
